,AU,SO,copyright,title,year
5914,"Kioutsioukis, I|Tarantola, S|Saltelli, A|Gatelli, D",ATMOSPHERIC ENVIRONMENT, Elsevier Ltd. All rights reserved.,Uncertainty and global sensitivity analysis of road transport emission estimates,2004
5915,"Ma, X|Zabaras, N",JOURNAL OF COMPUTATIONAL PHYSICS, (c) 2008 Elsevier Inc. All rights reserved.,A stabilized stochastic finite element second-order projection method for modeling natural convection in random porous media,2008
5916,"Budkowska, BB|Yu, J",COMPUTERS AND GEOTECHNICS, Crown Copyright (C) 2002 Published by Elsevier Science Ltd. All rights reserved.,Mitigation of short term rutting by interlocking layer developed around a geogrid-sensitivity analysis,2003
5917,"ter Horst, MMS|Boesten, JJTI|van Beinum, W|Beulke, S",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,Acceptability of inversely-modelled parameters for non-equilibrium sorption of pesticides in soil,2013
5918,"Akdeniz, N|Jacobson, LD|Hetchler, BP",ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS,,"Health risk assessment of occupational exposure to hazardous volatile organic compounds in swine gestation, farrowing and nursery barns",2013
5919,"Yang, XJ|Chen, X|Carrigan, CR|Ramirez, AL",INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL, Published by Elsevier Ltd.,Uncertainty quantification of CO2 saturation estimated from electrical resistance tomography data at the Cranfield site,2014
5920,"Mentaschi, L|Besio, G|Cassola, F|Mazzino, A",JOURNAL OF COASTAL RESEARCH,,Developing and validating a forecast/hindcast system for the Mediterranean Sea,2013
5921,"Najafzadeh, M",JOURNAL OF PIPELINE SYSTEMS ENGINEERING AND PRACTICE, (C) 2015 American Society of Civil Engineers.,Neurofuzzy-Based GMDH-PSO to Predict Maximum Scour Depth at Equilibrium at Culvert Outlets,2016
5922,"Davtalab, R|Mirchi, A|Khatami, S|Gyawali, R|Massah, A|Farajzadeh, M|Madani, K",JOURNAL OF HYDROLOGIC ENGINEERING, (C) 2017 American Society of Civil Engineers.,Improving Continuous Hydrologic Modeling of Data-Poor River Basins Using Hydrologic Engineering Center's Hydrologic Modeling System: Case Study of Karkheh River Basin,2017
5923,"Liou, CD|Wang, KH|Liou, MW",APPLIED MATHEMATICAL MODELLING, (C) 2013 Elsevier Inc. All rights reserved.,"Genetic algorithm to the machine repair problem with two removable servers operating under the triadic (0, Q, N, M) policy",2013
5924,"Donato, MB|Milasi, M|Vitanza, C",MATHEMATICS AND COMPUTERS IN SIMULATION, Published by Elsevier B.V. All rights reserved.,Sensitivity analysis for time dependent spatial price equilibrium problem,2006
5925,"Yang, SF|Rahim, MA",JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,,Multivariate extension to the economical design of (X)over-bar control chart under Weibull shock model,2006
5926,"Gras, JP|Sivasithamparam, N|Karstunen, M|Dijkstra, J",COMPUTERS AND GEOTECHNICS, Elsevier Ltd. All rights reserved.,Strategy for consistent model parameter calibration for soft soils using multi-objective optimisation,2017
5927,"Zeng, XK|Ye, M|Burkardt, J|Wu, JC|Wang, D|Zhu, XB",JOURNAL OF HYDROLOGY, (C) 2016 Elsevier B.V. All rights reserved.,Evaluating two sparse grid surrogates and two adaptation criteria for groundwater Bayesian uncertainty quantification,2016
5928,"Schmidt, J|Hennrich, K|Dikau, R",HYDROLOGICAL PROCESSES," Copyright (C) 2000 John Wiley & Sons, Ltd.",Scales and similarities in runoff processes with respect to geomorphometry,2000
5929,"Chhipi-Shrestha, G|Hewage, K|Sadiq, R",JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT, (C) 2017 American Society of Civil Engineers.,Water-Energy-Carbon Nexus Modeling for Urban Water Systems: System Dynamics Approach,2017
5930,"Mukhtar, H|Lin, YP|Shipin, OV|Petway, JR",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,,Modeling Nitrogen Dynamics in a Waste Stabilization Pond System Using Flexible Modeling Environment with MCMC,2017
5931,"Yen, H|Lu, SL|Feng, QY|Wang, RY|Gao, JG|Brady, DM|Sharifi, A|Ahn, J|Chen, ST|Jeong, J|White, MJ|Arnold, JG",WATER,,Assessment of Optional Sediment Transport Functions via the Complex Watershed Simulation Model SWAT,2017
5932,"Gochis, DJ|Vivoni, ER|Watts, CJ",JOURNAL OF ARID ENVIRONMENTS, Elsevier Ltd. All rights reserved.,The impact of soil depth on land surface energy and water fluxes in the North American Monsoon region,2010
5933,"Burrows, W|Doherty, J",GROUNDWATER,,Efficient Calibration/Uncertainty Analysis Using Paired Complex/Surrogate Models,2015
5934,"Economopoulou, MA|Tsihrintzis, VA",WATER RESOURCES MANAGEMENT,,Design methodology and area sensitivity analysis of horizontal subsurface flow constructed wetlands,2003
5935,"Li, GQ|Zhu, ZH",CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY,,Long-term dynamic modeling of tethered spacecraft using nodal position finite element method and symplectic integration,2015
5936,"Amir, O|Sigmund, O",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,Reinforcement layout design for concrete structures based on continuum damage and truss topology optimization,2013
5937,"Del Giudice, D|Honti, M|Scheidegger, A|Albert, C|Reichert, P|Rieckermann, J",HYDROLOGY AND EARTH SYSTEM SCIENCES,,Improving uncertainty estimation in urban hydrological modeling by statistically describing bias,2013
5938,"Cannavo, F",COMPUTERS & GEOSCIENCES, Elsevier Ltd. All rights reserved.,Sensitivity analysis for volcanic source modeling quality assessment and model selection,2012
5939,"Sage, J|Bonhomme, C|Al Ali, S|Gromaire, MC",WATER RESEARCH, Elsevier Ltd. All rights reserved.,"Performance assessment of a commonly used ""accumulation and wash-off"" model from long-term continuous road runoff turbidity measurements",2015
5940,"Desnoyers, Y|Chiles, JP|Dubot, D|Jeannee, N|Idasiak, JM",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,,Geostatistics for radiological evaluation: study of structuring of extreme values,2011
5941,"Pagani, S|Manzoni, A|Quarteroni, A",SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,,Efficient State/Parameter Estimation in Nonlinear Unsteady PDEs by a Reduced Basis Ensemble Kalman Filter,2017
5942,"Anthoff, D|Tol, RSJ|Yohe, GW",ENVIRONMENTAL RESEARCH LETTERS,,"Risk aversion, time preference, and the social cost of carbon",2009
5943,"Cowpertwait, PSP|Kilsby, CG|O'Connell, PE",WATER RESOURCES RESEARCH,,A space-time Neyman-Scott model of rainfall: Empirical analysis of extremes,2002
5944,"Zuecco, G|Penna, D|Borga, M|van Meerveld, HJ",HYDROLOGICAL PROCESSES," Copyright (c) 2015 John Wiley & Sons, Ltd.",A versatile index to characterize hysteresis between hydrological variables at the runoff event timescale,2016
5945,"Hsu, SL|Huang, YF",APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY," Copyright (C) 2009 John Wiley & Sons, Ltd.",An integrated inventory model with controllable lead time and distribution-free demand,2010
5946,"Deng, SG|Suresh, K",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,Topology optimization under thermo-elastic buckling,2017
5947,"Porta, G|Tamellini, L|Lever, V|Riva, M",WATER RESOURCES RESEARCH,,Inverse modeling of geochemical and mechanical compaction in sedimentary basins through Polynomial Chaos Expansion,2014
5948,"de Aguiar, LH|Moraes, G|Avilez, IM|Altran, AE|Correa, CF",ENVIRONMENTAL RESEARCH, (C) 2003 Elsevier Inc. All rights reserved.,"Metabolical effects of Folidol 600 on the neotropical freshwater fish matrinxa, Brycon cephalus",2004
5949,"Baro, R|Jimenez-Guerrero, P|Balzarini, A|Curci, G|Forkel, R|Grell, G|Hirtl, M|Honzak, L|Langer, M|Perez, JL|Pirovano, G|San Jose, R|Tuccella, P|Werhahn, J|Zabkar, R",ATMOSPHERIC ENVIRONMENT, Elsevier Ltd. All rights reserved.,Sensitivity analysis of the microphysics scheme in WRF-Chem contributions to AQMEII phase 2,2015
5950,"Chen, Y|Yu, J|Khan, S",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,The spatial framework for weight sensitivity analysis in AHP-based multi-criteria decision making,2013
5951,"Huang, CJ|Lu, SL",JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,,Considering Taguchi loss function on statistically constrained economic sum of squares exponentially weighted moving average charts,2015
5952,"Sportisse, B",COMPUTATIONAL GEOSCIENCES,,A review of current issues in air pollution modeling and simulation,2007
5953,"Binet, S|Joigneaux, E|Pauwels, H|Alberic, P|Flehoc, C|Bruand, A",JOURNAL OF HYDROLOGY, (C) 2016 Elsevier B.V. All rights reserved.,"Water exchange, mixing and transient storage between a saturated karstic conduit and the surrounding aquifer: Groundwater flow modeling and inputs from stable water isotopes",2017
5954,"Allen, M|Maute, K",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,,Reliability-based shape optimization of structures undergoing fluid-structure interaction phenomena,2005
5955,"Di Vittorio, AV|Miller, NL",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,"Reducing the impact of model scale on simulated, gridded switchgrass yields",2014
5956,"Tsai, HC",COMPUTERS AND CONCRETE,,Polynomial modeling of confined compressive strength and strain of circular concrete columns,2013
5957,"Gabriel, KJ|Linke, P|El-Halwagi, MM",DESALINATION, (C) 2015 Elsevier B.V. All rights reserved.,Optimization of multi-effect distillation process using a linear enthalpy model,2015
5958,"Asefa, T|Kemblowski, M|Lall, U|Urroz, G",WATER RESOURCES RESEARCH,,Support vector machines for nonlinear state space reconstruction: Application to the Great Salt Lake time series,2005
5959,"Saint-Geours, N|Lavergne, C|Bailly, JS|Grelot, F",MATHEMATICAL GEOSCIENCES,,Change of Support in Spatial Variance-Based Sensitivity Analysis,2012
5960,"Schneider-Zapp, K|Ippisch, O|Roth, K",HYDROLOGY AND EARTH SYSTEM SCIENCES,,Numerical study of the evaporation process and parameter estimation analysis of an evaporation experiment,2010
5961,"Zhang, XS|Srinivasan, R|Van Liew, M",HYDROLOGICAL PROCESSES," Copyright (C) 2009 John Wiley & Sons, Ltd.","On the use of multi-algorithm, genetically adaptive multi-objective method for multi-site calibration of the SWAT model",2010
5962,"Amoiralis, EI|Nikolos, IK",JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,,Freeform deformation versus B-spline representation in inverse airfoil design,2008
5963,"Kamai, T|Kluitenberg, GJ|Hopmans, JW",VADOSE ZONE JOURNAL,,Design and Numerical Analysis of a Button Heat Pulse Probe for Soil Water Content Measurement,2009
5964,"Wang, L|Barrington, S|Kim, JW",JOURNAL OF ENVIRONMENTAL MANAGEMENT, Elsevier Ltd. All rights reserved.,Biodegradation of pentyl amine and aniline from petrochemical wastewater,2007
5965,"Jing, TT|Feng, Z|Hu, Y|Hong, XL|Hu, XD|Yan, GY",IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,,lambda-OAT: lambda-geometry obstacle-avoiding tree construction with o (n log n) complexity,2007
5966,"Takai, S|Kalapurackal, RM",CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,,Sensitivity analysis of relative worth in quality function deployment matrices,2012
5967,"Shi, M|Lukas, MA",COMPUTATIONAL STATISTICS & DATA ANALYSIS, (C) 2004 Elsevier B.V. All rights reserved.,Sensitivity analysis of constrained linear L-1 regression: perturbations to response and predictor variables,2005
5968,"Calabrese, EJ|Shamoun, DY|Hanekamp, JC",HEALTH PHYSICS,,THE INTEGRATION OF LNT AND HORMESIS FOR CANCER RISK ASSESSMENT OPTIMIZES PUBLIC HEALTH PROTECTION,2016
5969,"O'Leary, DP",COMPUTING IN SCIENCE & ENGINEERING,,Sensitivity analysis - When a little means a lot,2006
5970,"Sharma, S|Sharma, P|Khare, M",ATMOSPHERIC ENVIRONMENT, Elsevier Ltd. All rights reserved.,Photo-chemical transport modelling of tropospheric ozone: A review,2017
5971,"Sullivan, EJ|Chu, SP|Stauffer, PH|Middleton, RS|Pawar, RJ",INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL, Elsevier Ltd. All rights reserved.,A method and cost model for treatment of water extracted during geologic CO2 storage,2013
5972,"Angers, JF|Biswas, A",JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,,Bivariate versus univariate ordinal categorical data with reference to an ophthalmologic study,2008
5973,"Kyung, D|Kim, D|Park, N|Lee, W",JOURNAL OF ENVIRONMENTAL MANAGEMENT, Elsevier Ltd. All rights reserved.,Estimation of CO2 emission from water treatment plant - Model development and application,2013
5974,"Simons, RRL|Hill, AA|Swart, A|Kelly, L|Snary, EL",RISK ANALYSIS,,A Transport and Lairage Model for Salmonella Transmission Between Pigs Applicable to EU Member States,2016
5975,"Alfano, FRD|Dell'Isola, M|Ficco, G|Tassini, F",BUILDING AND ENVIRONMENT, Elsevier Ltd. All rights reserved.,Experimental analysis of air tightness in Mediterranean buildings using the fan pressurization method,2012
5976,"Veisi, H|Liaghati, H|Alipour, A",ECOLOGICAL INDICATORS, Elsevier Ltd. All rights reserved.,Developing an ethics-based approach to indicators of sustainable agriculture using analytic hierarchy process (AHP),2016
5977,"Weiler, M|McGlynn, BL|McGuire, KJ|McDonnell, JJ",WATER RESOURCES RESEARCH,,How does rainfall become runoff? A combined tracer and runoff transfer function approach,2003
5978,"Samiotakis, M|Ebbs, SD",ENVIRONMENTAL POLLUTION, Elsevier Ltd. All rights reserved.,Possible evidence for transport of an iron cyanide complex by plants,2004
5979,"Fang, SE|Zhang, QH|Zhang, B|Zhang, XH",MATHEMATICAL PROBLEMS IN ENGINEERING,,Probabilistic and Nonprobabilistic Sensitivity Analyses of Uncertain Parameters,2014
5980,"Ozen, HC|Bal, G",JOURNAL OF COMPUTATIONAL PHYSICS, (C) 2017 Elsevier Inc. All rights reserved.,A dynamical polynomial chaos approach for long-time evolution of SPDEs,2017
5981,"Menz, WJ|Brownbridge, GPE|Kraft, M",JOURNAL OF AEROSOL SCIENCE, Elsevier Ltd. All rights reserved.,Global sensitivity analysis of a model for silicon nanoparticle synthesis,2014
5982,"Parvasi, SP|Mahmoodjanloo, M|Setak, M",APPLIED SOFT COMPUTING, (C) 2017 Elsevier B.V. All rights reserved.,A bi-level school bus routing problem with bus stops selection and possibility of demand outsourcing,2017
5983,"Wi, S|Ray, P|Demaria, EMC|Steinschneider, S|Brown, C",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,A user-friendly software package for VIC hydrologic model development,2017
5984,"Ammari, H|Kang, H|Soussi, S|Zribi, H",MULTISCALE MODELING & SIMULATION,,Layer potential techniques in spectral analysis. Part II: Sensitivity analysis of spectral properties of high contrast band-gap materials,2006
5985,"Fierens, T|Van Holderbeke, M|Standaert, A|Cornelis, C|Brochot, C|Ciffroy, P|Johansson, E|Bierkens, J",SCIENCE OF THE TOTAL ENVIRONMENT, (C) 2016 Elsevier B.V. All rights reserved.,Multimedia & PBPK modelling with MERLIN-Expo versus biomonitoring for assessing Pb exposure of pre-school children in a residential setting,2016
5986,"Finley, AO|Banerjee, S|Zhou, YZ|Cook, BD|Babcock, C",REMOTE SENSING OF ENVIRONMENT, (C) 2016 Elsevier Inc. All rights reserved.,Joint hierarchical models for sparsely sampled high-dimensional LiDAR and forest variables,2017
5987,"Xia, TX|Jiang, L|Jia, XY|Zhong, MS|Liang, J",FRONTIERS OF ENVIRONMENTAL SCIENCE & ENGINEERING,,Application of probabilistic risk assessment at a coking plant site contaminated by polycyclic aromatic hydrocarbons,2014
5988,"Afkhamipour, M|Mofarahi, M",INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL, Elsevier Ltd. All rights reserved.,"Sensitivity analysis of the rate-based CO2 absorber model using amine solutions (MEA, MDEA and AMP) in packed columns",2014
5989,"Fasso, A|Cameletti, M",SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,,"A Unified Statistical Approach for Simulation, Modeling, Analysis and Mapping of Environmental Data",2010
5990,"Wang, K|Schoonover, RW|Su, R|Oraevsky, A|Anastasio, MA",IEEE TRANSACTIONS ON MEDICAL IMAGING,,Discrete Imaging Models for Three-Dimensional Optoacoustic Tomography Using Radially Symmetric Expansion Functions,2014
5991,"Wang, YX|Chang, KH",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,Continuum-based sensitivity analysis for coupled atomistic and continuum simulations for 2-D applications using bridging scale decomposition,2013
5992,"Fauser, P|Thomsen, M",SCIENCE OF THE TOTAL ENVIRONMENT, (C) 2002 Elsevier Science B.V. All rights reserved.,Sensitivity analysis of calculated exposure concentrations and dissipation of DEHP in a topsoil compartment: The influence of the third phase effect and Dissolve Organic Matter (DOM),2002
5993,"Sorvari, J",HUMAN AND ECOLOGICAL RISK ASSESSMENT,,Environmental risks at Finnish shooting ranges - A case study,2007
5994,"Wu, JY|Gronewold, AD|Rodriguez, RA|Stewart, JR|Sobsey, MD",SCIENCE OF THE TOTAL ENVIRONMENT, (C) 2013 Elsevier B.V. All rights reserved.,Integrating quantitative PCR and Bayesian statistics in quantifying human adenoviruses in small volumes of source water,2014
5995,"Cimrak, I|Van Keer, R",JOURNAL OF COMPUTATIONAL PHYSICS, (C) 2010 Elsevier Inc. All rights reserved.,Level set method for the inverse elliptic problem in nonlinear electromagnetism,2010
5996,"Vohra, M|Huan, X|Weihs, TP|Knio, OM",COMBUSTION THEORY AND MODELLING,,Design analysis for optimal calibration of diffusivity in reactive multilayers,2017
5997,"Jiang, YC|Nan, ZR|Yang, SC",JOURNAL OF ENVIRONMENTAL MANAGEMENT, Elsevier Ltd. All rights reserved.,Risk assessment of water quality using Monte Carlo simulation and artificial neural network method,2013
5998,"Sharma, SP|Kumar, D|Kumar, A",APPLIED SOFT COMPUTING, (C) 2011 Elsevier B. V. All rights reserved.,Reliability analysis of complex multi-robotic system using GA and fuzzy methodology,2012
5999,"Ahmadi, M|Christie, M|Gerritsen, M|Bazargan, H",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS," Copyright (c) 2015 John Wiley & Sons, Ltd.",New hybrid Cartesian cut cell/enriched multipoint flux approximation approach for modelling and quantification of structural uncertainties in petroleum reservoirs,2016
6000,"Shin, M|Tortorelli, DA|Norato, JA",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING, (C) 2015 Elsevier B.V. All rights reserved.,Optimal shape design of axisymmetric structures subject to asymmetric loading,2015
6001,"Levison, J|Larocque, M|Fournier, V|Gagne, S|Pellerin, S|Ouellet, MA",HYDROLOGICAL PROCESSES," Copyright (C) 2013 John Wiley & Sons, Ltd.",Dynamics of a headwater system and peatland under current conditions and with climate change,2014
